	Unnamed: 0.2	Unnamed: 0.1	Unnamed: 0	SiteProvince	DistrictName	EpiWeek	SampleCollectionDate	Sequence_ID	SiteName	Lineages	Abundances
COV-23-1331	732	732	732	Gauteng	Johannesburg MM	50.0	2023-12-13	COV-23-1331	Bushkoppies Final	BA.2.86.X BA.2.X	[0.84682971, 0.15099905]
COV-23-134	736	736	736	Gauteng	Tshwane MM	18.0	2023-05-02	COV-23-134	Groenkloof	XBB.1.9.X XBB.1.5.X XBB.X BA.2.X	[0.32701214, 0.4463097699999997, 0.15289028999999998, 0.06437578000000001]
COV-23-135	739	739	739	Gauteng	Tshwane MM	17.0	2023-04-26	COV-23-135	Rooiwal Wastewater Treatment Works	XBB.1.9.X XBB.1.5.X XBB.2.3.X XBB.X BA.2.X	[0.4217583, 0.4385152400000001, 0.052673, 0.04395949, 0.03038624]
COV-23-136	740	740	740	Gauteng	Ekurhuleni MM	18.0	2023-05-02	COV-23-136	ERWAT Vlakplaat Wastewater Treatment Works	XBB.1.5.X XBB.1.9.X XBB.X	[0.69451456, 0.23422305, 0.0609568]
COV-23-1360	741	741	741	Free State	Mangaung MM	51.0	2023-12-19	COV-23-1360	Bloemspruit Wastewater Treatment Works	BA.2.86.X XBB.X	[0.63816957, 0.35870329]
COV-23-1361	742	742	742	KwaZulu-Natal	Ethekwini MM	51.0	2023-12-18	COV-23-1361	Central Wastewater Treatment Works (KZN)	BA.2.86.X XBB.X Recombinants	[0.74582599, 0.12963002, 0.12454397]
COV-23-1362	743	743	743	KwaZulu-Natal	Ethekwini MM	51.0	2023-12-18	COV-23-1362	Central Wastewater Treatment Works (KZN)	BA.2.86.X EG.5.X Recombinants	[0.65907951, 0.31559289, 0.02263761]
COV-23-137	744	744	744	Gauteng	Tshwane MM	18.0	2023-05-03	COV-23-137	Rooiwal Wastewater Treatment Works	XBB.1.5.X XBB.1.9.X XBB.2.3.X	[0.75693625, 0.22587253, 0.00753498]
COV-23-1371	745	745	745	Gauteng	Johannesburg MM	51.0	2023-12-20	COV-23-1371	Bushkoppies Final	BA.2.86.X XBB.X Recombinants	[0.84765167, 0.1158346, 0.03509994]
COV-23-138	746	746	746	Free State	Mangaung MM	18.0	2023-05-03	COV-23-138	Bloemspruit Wastewater Treatment Works	XBB.1.5.X XBB.X XBB.1.16.X	[0.6406455999999999, 0.18623786, 0.16658806]
COV-23-1382	747	747	747	Gauteng	Tshwane MM	51.0	2023-12-22	COV-23-1382	Kalafong Hospital	BA.2.86.X	[1.0]
COV-23-1386	748	748	748	Gauteng	Tshwane MM	51.0	2023-12-22	COV-23-1386	Groenkloof	BA.2.86.X JN.1.X	[0.69161735, 0.30686213]
COV-23-139	749	749	749	Free State	Mangaung MM	18.0	2023-05-03	COV-23-139	Sterkwater Wastewater Treatment Works	XBB.1.5.X XBB.1.9.X XBB.X	[0.58025175, 0.39762552, 0.01043856]
COV-23-140	750	750	750	KwaZulu-Natal	Ethekwini MM	18.0	2023-05-03	COV-23-140	Northern Wastewater Treatment Works (KZN)	XBB.1.5.X XBB.1.9.X BA.2.X Recombinants	[0.52967566, 0.39501706, 0.03521307, 0.02791082]
COV-23-1401	751	751	751	Eastern Cape	Buffalo City MM	52.0	2023-12-28	COV-23-1401	Mdantsane Wastewater Treatment Works	BA.2.86.X	[0.999811]
COV-23-141	752	752	752	KwaZulu-Natal	Ethekwini MM	18.0	2023-05-03	COV-23-141	Central Wastewater Treatment Works (KZN)	XBB.1.5.X XBB.1.9.X BA.2.X	[0.45109727, 0.44850845, 0.08868238]
COV-23-142	753	753	753	Gauteng	Johannesburg MM	19.0	2023-05-04	COV-23-142	Chris Hani Baragwanath Hospital	XBB.1.5.X	[0.9958427400000001]
COV-23-143	754	754	754	Gauteng	Johannesburg MM	19.0	2023-05-04	COV-23-143	Bushkoppies Inlet	XBB.1.5.X XBB.X	[0.8277474600000001, 0.16448133]
COV-23-144	755	755	755	Gauteng	Johannesburg MM	19.0	2023-05-04	COV-23-144	Bushkoppies Final	XBB.1.5.X XBB.1.9.X	[0.76344965, 0.23396678999999998]
COV-23-145	756	756	756	Gauteng	Johannesburg MM	19.0	2023-05-08	COV-23-145	Other	XBB.1.9.X	[0.9996]
COV-23-146	757	757	757	Gauteng	Johannesburg MM	19.0	2023-05-08	COV-23-146	Bushkoppies Inlet	XBB.1.5.X	[0.9937758900000001]
COV-23-147	758	758	758	Gauteng	Johannesburg MM	19.0	2023-05-08	COV-23-147	Bushkoppies Final	XBB.1.9.X XBB.1.5.X	[0.62113277, 0.3753875]
COV-23-151	761	761	761	Gauteng	Tshwane MM	19.0	2023-05-09	COV-23-151	Daspoort Wastewater Treatment Works	XBB.1.5.X XBB.1.16.X	[0.9900201000000001, 0.00247376]
COV-23-152	762	762	762	Gauteng	Tshwane MM	19.0	2023-05-09	COV-23-152	Daspoort Wastewater Treatment Works	XBB.1.9.X XBB.1.5.X XBB.1.16.X	[0.39709545, 0.49005477999999997, 0.10311518]
COV-23-154	764	764	764	Gauteng	Tshwane MM	19.0	2023-05-09	COV-23-154	Kalafong Hospital	XBB.1.5.X	[1.0]
COV-23-157	765	765	765	Gauteng	Tshwane MM	19.0	2023-05-09	COV-23-157	Laudium	XBB.1.5.X XBB.X	[0.80600436, 0.19165202]
COV-23-158	766	766	766	Gauteng	Tshwane MM	19.0	2023-05-09	COV-23-158	Groenkloof	XBB.1.9.X XBB.1.5.X	[0.56735608, 0.4252553]
COV-23-159	767	767	767	Gauteng	Ekurhuleni MM	19.0	2023-05-09	COV-23-159	Hartebeesfontein Waterworks	XBB.1.5.X XBB.1.16.X XBB.1.9.X XBB.X Recombinants	[0.66988241, 0.22304561, 0.01947204, 0.0128035, 0.061206]
COV-23-160	768	768	768	Gauteng	Ekurhuleni MM	19.0	2023-05-10	COV-23-160	ERWAT Vlakplaat Wastewater Treatment Works	XBB.1.5.X	[0.99902513]
COV-23-161	769	769	769	Gauteng	Ekurhuleni MM	19.0	2023-05-10	COV-23-161	Olifantsfontein	XBB.1.5.X XBB.1.9.X	[0.9464364200000001, 0.04576701]
COV-23-166	773	773	773	Gauteng	Ekurhuleni MM	19.0	2023-05-10	COV-23-166	Sasol Garage	XBB.1.5.X XBB.X	[0.9234050500000001, 0.07219917]
COV-23-167	774	774	774	Gauteng	Tshwane MM	19.0	2023-05-10	COV-23-167	Daspoort Wastewater Treatment Works	XBB.1.5.X XBB.X XBB.1.9.X	[0.60928244, 0.24250954, 0.14393037]
COV-23-181	776	776	776	Gauteng	Tshwane MM	19.0	2023-05-12	COV-23-181	Kalafong Hospital	XBB.1.5.X	[0.99927732]
COV-23-186	779	779	779	Gauteng	Ekurhuleni MM	20.0	2023-05-15	COV-23-186	Olifantsfontein	XBB.1.5.X XBB.1.9.X	[0.94430785, 0.0489001]
COV-23-187	780	780	780	Gauteng	Ekurhuleni MM	20.0	2023-05-15	COV-23-187	Tembisa Hospital Downstream	XBB.1.5.X XBB.1.9.X XBB.X	[0.62427375, 0.30695130000000004, 0.05954991]
COV-23-193	785	785	785	Gauteng	Ekurhuleni MM	20.0	2023-05-16	COV-23-193	Hartebeesfontein Waterworks	XBB.1.5.X	[0.9962352699999999]
COV-23-195	786	786	786	KwaZulu-Natal	Ethekwini MM	20.0	2023-05-15	COV-23-195	Central Wastewater Treatment Works (KZN)	XBB.1.16.X XBB.1.9.X XBB.1.5.X	[0.26931626000000003, 0.68122152, 0.04068083]
COV-23-196	787	787	787	Gauteng	Tshwane MM	20.0	2023-05-16	COV-23-196	Daspoort Wastewater Treatment Works	XBB.1.5.X XBB.X	[0.86326017, 0.12896693]
COV-23-197	788	788	788	Gauteng	Tshwane MM	20.0	2023-05-16	COV-23-197	Daspoort Wastewater Treatment Works	XBB.1.5.X XBB.X	[0.78128284, 0.20922284]
COV-23-198	789	789	789	Gauteng	Tshwane MM	20.0	2023-05-16	COV-23-198	SAPS Training College	XBB.1.5.X	[0.99808254]
COV-23-201	792	792	792	Gauteng	Tshwane MM	20.0	2023-05-16	COV-23-201	Vergenoeg	XBB.1.5.X XBB.X	[0.65965827, 0.33439894]
COV-23-205	795	795	795	Gauteng	Johannesburg MM	20.0	2023-05-17	COV-23-205	Motsoaledi	XBB.1.5.X	[0.9949645600000028]
COV-23-209	798	798	798	Gauteng	Johannesburg MM	20.0	2023-05-17	COV-23-209	Bushkoppies Final	XBB.1.5.X	[0.99653333]
COV-23-210	799	799	799	Free State	Mangaung MM	20.0	2023-05-17	COV-23-210	Sterkwater Wastewater Treatment Works	XBB.1.5.X XBB.1.9.X XBB.X	[0.57932457, 0.22707523000000004, 0.18362336]
COV-23-211	800	800	800	Free State	Mangaung MM	20.0	2023-05-17	COV-23-211	Bloemspruit Wastewater Treatment Works	XBB.1.5.X XBB.X	[0.7549714400000002, 0.23907292]
COV-23-212	801	801	801	Gauteng	Tshwane MM	20.0	2023-05-17	COV-23-212	Rooiwal Wastewater Treatment Works	XBB.1.5.X XBB.1.9.X	[0.69147913, 0.30473799]
COV-23-214	803	803	803	Gauteng	Ekurhuleni MM	20.0	2023-05-18	COV-23-214	Midstream	XBB.1.9.X XBB.1.5.X	[0.35987922, 0.6342459]
COV-23-220	808	808	808	Gauteng	Tshwane MM	20.0	2023-05-19	COV-23-220	Daspoort Wastewater Treatment Works	XBB.1.5.X XBB.1.9.X	[0.78826114, 0.20656231]
COV-23-221	809	809	809	Gauteng	Tshwane MM	20.0	2023-05-19	COV-23-221	Daspoort Wastewater Treatment Works	XBB.X XBB.1.5.X XBB.1.9.X XBB.2.3.X	[0.24776138, 0.34269568, 0.23482795, 0.169435]
COV-23-222	810	810	810	Gauteng	Tshwane MM	20.0	2023-05-19	COV-23-222	SAPS Training College	BA.2.X	[1.0]
COV-23-227	812	812	812	Gauteng	Tshwane MM	20.0	2023-05-19	COV-23-227	Groenkloof	XBB.1.5.X XBB.X	[0.98480273, 0.0126698]
COV-23-228	813	813	813	Gauteng	Ekurhuleni MM	21.0	2023-05-22	COV-23-228	Midstream	XBB.1.5.X XBB.1.9.X	[0.7611113, 0.23038657000000004]
COV-23-241	824	824	824	Gauteng	Tshwane MM	21.0	2023-05-23	COV-23-241	Atteridgeville Train Station	XBB.1.9.X	[0.99964075]
COV-23-246	829	829	829	Gauteng	Johannesburg MM	21.0	2023-05-24	COV-23-246	Motsoaledi	XBB.1.5.X	[0.99962456]
COV-23-248	831	831	831	Gauteng	Johannesburg MM	21.0	2023-05-24	COV-23-248	Klipspruit Veggies (After tunnel)	XBB.1.5.X	[0.99915975]
COV-23-249	832	832	832	Gauteng	Johannesburg MM	21.0	2023-05-24	COV-23-249	Bushkoppies Inlet	XBB.1.5.X	[0.99791614]
COV-23-25	833	833	833	Gauteng	Ekurhuleni MM	5.0	2023-01-31	COV-23-25	Hartebeesfontein Waterworks	BA.5.X BQ.1.1.X	[0.49946512, 0.49761054]
COV-23-250	834	834	834	Gauteng	Johannesburg MM	21.0	2023-05-24	COV-23-250	Bushkoppies Final	XBB.1.5.X	[0.9947336400000001]
COV-23-251	835	835	835	Gauteng	Ekurhuleni MM	21.0	2023-05-25	COV-23-251	Midstream	XBB.1.5.X XBB.X	[0.89873301, 0.09888989999999999]
COV-23-257	837	837	837	Gauteng	Tshwane MM	21.0	2023-05-26	COV-23-257	Daspoort Wastewater Treatment Works	XBB.1.5.X	[0.99923641]
COV-23-26	839	839	839	Gauteng	Tshwane MM	5.0	2023-02-01	COV-23-26	Daspoort Wastewater Treatment Works	BA.2.X	[0.99902541]
COV-23-261	841	841	841	Gauteng	Tshwane MM	21.0	2023-05-26	COV-23-261	Vergenoeg	XBB.X XBB.1.5.X XBB.1.9.X Recombinants	[0.37809961000000003, 0.16658894, 0.33391594, 0.11208811]
COV-23-264	843	843	843	Gauteng	Ekurhuleni MM	22.0	2023-05-29	COV-23-264	Midstream	XBB.1.9.X XBB.1.5.X	[0.5435682900000001, 0.44649987]
COV-23-270	847	847	847	Gauteng	Tshwane MM	22.0	2023-05-30	COV-23-270	Daspoort Wastewater Treatment Works	XBB.1.5.X	[0.9960954]
COV-23-276	850	850	850	Gauteng	Tshwane MM	22.0	2023-05-30	COV-23-276	Groenkloof	XBB.1.5.X XBB.1.16.X	[0.73962544, 0.2575101]
COV-23-282	852	852	852	Gauteng	Johannesburg MM	22.0	2023-05-31	COV-23-282	Bushkoppies Final	XBB.X XBB.1.5.X XBB.1.9.X BA.2.X	[0.18199511, 0.53474588, 0.26869192, 0.00166292]
COV-23-285	854	854	854	Free State	Mangaung MM	21.0	2023-05-23	COV-23-285	Sterkwater Wastewater Treatment Works	XBB.1.5.X XBB.X	[0.8646618300000001, 0.12791783]
COV-23-286	855	855	855	Free State	Mangaung MM	21.0	2023-05-23	COV-23-286	Bloemspruit Wastewater Treatment Works	XBB.1.5.X	[0.99581155]
COV-23-290	858	858	858	Free State	Mangaung MM	22.0	2023-05-30	COV-23-290	Bloemspruit Wastewater Treatment Works	XBB.1.5.X	[0.9981042099999999]
COV-23-291	859	859	859	Gauteng	Ekurhuleni MM	22.0	2023-06-01	COV-23-291	Midstream	XBB.X XBB.1.5.X XBB.1.9.X BA.2.X	[0.4233033, 0.5601856900000001, 0.00535542, 0.00319183]
COV-23-3	861	861	861	Gauteng	Johannesburg MM	2.0	2023-01-10	COV-23-3	Goudkoppies Wastewater Treatment Works	BA.5.X XBB.1.5.X Recombinants	[0.48513095, 0.45972826999999983, 0.03570064]
COV-23-359	879	879	879	Free State	Mangaung MM	24.0	2023-06-14	COV-23-359	Sterkwater Wastewater Treatment Works	XBB.1.5.X	[0.99703615]
COV-23-365	882	882	882	Gauteng	Johannesburg MM	24.0	2023-06-14	COV-23-365	Klipspruit Veggies (After tunnel)	XBB.1.5.X	[1.0]
COV-23-366	883	883	883	Gauteng	Johannesburg MM	24.0	2023-06-14	COV-23-366	Bushkoppies Inlet	XBB.1.5.X XBB.1.16.X	[0.5891431, 0.40785464]
COV-23-367	884	884	884	Gauteng	Johannesburg MM	24.0	2023-06-14	COV-23-367	Bushkoppies Final	XBB.1.5.X	[0.99987621]
COV-23-368	885	885	885	Gauteng	Ekurhuleni MM	24.0	2023-06-15	COV-23-368	Midstream	XBB.1.9.X	[0.999666]
COV-23-47	904	904	904	Gauteng	Ekurhuleni MM	8.0	2023-02-21	COV-23-47	Hartebeesfontein Waterworks	XBB.1.5.X BQ.1.1.X BA.5.X Recombinants	[0.55287739, 0.41909844, 0.01113951, 0.00759819]
COV-23-48	905	905	905	Gauteng	Flight	8.0	2023-02-19	COV-23-48	OR Tambo International Airport	XBB.1.9.X XBB.X	[0.90584622, 0.09143052]
COV-23-49	908	908	908	Gauteng	Tshwane MM	8.0	2023-02-22	COV-23-49	SAPS Training College	XBB.1.9.X BA.5.X XBB.1.5.X BA.2.X BQ.1.1.X	[0.5369699800000001, 0.19881786, 0.08740279, 0.07762153, 0.08254924999999999]
COV-23-498	912	912	912	Gauteng	Johannesburg MM	28.0	2023-07-12	COV-23-498	Bushkoppies Inlet	XBB.1.9.X XBB.1.5.X	[0.46304471999999997, 0.53139]
COV-23-499	913	913	913	Gauteng	Johannesburg MM	28.0	2023-07-12	COV-23-499	Bushkoppies Final	XBB.1.9.X BA.2.86.X	[0.72846872, 0.26590908]
COV-23-50	914	914	914	Free State	Mangaung MM	8.0	2023-02-21	COV-23-50	Sterkwater Wastewater Treatment Works	BQ.1.1.X	[0.9993497899999999]
COV-23-504	917	917	917	Gauteng	Ekurhuleni MM	28.0	2023-07-13	COV-23-504	Midstream	XBB.1.5.X	[0.996873]
COV-23-51	919	919	919	Free State	Mangaung MM	8.0	2023-02-21	COV-23-51	Bloemspruit Wastewater Treatment Works	XBB.1.5.X BA.5.X Recombinants	[0.9697212600000004, 0.0233338, 0.00109649]
COV-23-516	922	922	922	Gauteng	Ekurhuleni MM	29.0	2023-07-17	COV-23-516	Midstream	XBB.1.5.X	[0.99757935]
COV-23-52	924	924	924	KwaZulu-Natal	Ethekwini MM	9.0	2023-02-27	COV-23-52	Central Wastewater Treatment Works (KZN)	XBB.1.5.X BQ.1.1.X XBB.X	[0.7463417700000001, 0.15008012, 0.09398492]
COV-23-528	926	926	926	Gauteng	Tshwane MM	29.0	2023-07-18	COV-23-528	Groenkloof	XBB.X	[0.99645972]
COV-23-535	931	931	931	Gauteng	Johannesburg MM	29.0	2023-07-19	COV-23-535	Bushkoppies Inlet	XBB.1.9.X XBB.1.5.X	[0.50233357, 0.49229985]
COV-23-536	932	932	932	Gauteng	Johannesburg MM	29.0	2023-07-19	COV-23-536	Bushkoppies Final	XBB.1.5.X	[0.99782585]
COV-23-541	936	936	936	KwaZulu-Natal	Ethekwini MM	29.0	2023-07-18	COV-23-541	Northern Wastewater Treatment Works (KZN)	BA.2.X	[0.9979707]
COV-23-542	937	937	937	Gauteng	Ekurhuleni MM	29.0	2023-07-20	COV-23-542	Midstream	XBB.X	[0.99802534]
COV-23-548	939	939	939	Gauteng	Tshwane MM	29.0	2023-07-21	COV-23-548	Daspoort Wastewater Treatment Works	XBB.1.5.X	[0.999346]
COV-23-55	940	940	940	Gauteng	Tshwane MM	9.0	2023-03-01	COV-23-55	Laudium	BA.5.X XBB.1.9.X XBB.1.5.X BQ.1.1.X Recombinants	[0.60409346, 0.0736956, 0.05509287, 0.0422478, 0.21279535]
COV-23-551	941	941	941	Gauteng	Tshwane MM	30.0	2023-07-21	COV-23-551	Atteridgeville Train Station	XBB.1.5.X XBB.X	[0.6723979, 0.32331835]
COV-23-554	942	942	942	Gauteng	Tshwane MM	30.0	2023-07-21	COV-23-554	Groenkloof	XBB.1.9.X BA.2.X XBB.1.5.X	[0.1246406, 0.4915026199999999, 0.37249005]
COV-23-56	944	944	944	Free State	Mangaung MM	9.0	2023-02-28	COV-23-56	Bloemspruit Wastewater Treatment Works	XBB.1.5.X XBB.X XBB.1.9.X	[0.60185125, 0.13811793, 0.25257551]
COV-23-568	947	947	947	Gauteng	Ekurhuleni MM	30.0	2023-07-25	COV-23-568	Hartebeesfontein Waterworks	XBB.X XBB.1.5.X	[0.5495130300000001, 0.44626127]
COV-23-57	949	949	949	Gauteng	Ekurhuleni MM	9.0	2023-02-28	COV-23-57	ERWAT Vlakplaat Wastewater Treatment Works	BQ.1.1.X BA.5.X Recombinants	[0.9230228800000001, 0.00694281, 0.06210916]
COV-23-570	950	950	950	Gauteng	Johannesburg MM	30.0	2023-07-26	COV-23-570	Motsoaledi	BA.2.86.X Recombinants	[0.9972221800000001, 0.00162798]
COV-23-574	954	954	954	Gauteng	Johannesburg MM	30.0	2023-07-26	COV-23-574	Bushkoppies Final	XBB.1.16.X XBB.X XBB.1.5.X Recombinants	[0.51379377, 0.46587217, 0.0012172, 0.01402469]
COV-23-576	956	956	956	Gauteng	Ekurhuleni MM	30.0	2023-07-27	COV-23-576	Midstream	XBB.1.5.X XBB.X XBB.1.9.X	[0.99216221, 0.00144509, 0.00123545]
COV-23-583	961	961	961	Gauteng	Tshwane MM	30.0	2023-07-28	COV-23-583	SAPS Training College	XBB.1.5.X XBB.X	[0.90358324, 0.08583272000000002]
COV-23-585	962	962	962	Gauteng	Tshwane MM	30.0	2023-07-28	COV-23-585	Atteridgeville Train Station	XBB.1.5.X XBB.X	[0.62345691, 0.37561226]
COV-23-590	965	965	965	Gauteng	Ekurhuleni MM	31.0	2023-07-31	COV-23-590	Tembisa Hospital Downstream	XBB.1.5.X	[0.9939210999999999]
COV-23-596	969	969	969	Gauteng	Tshwane MM	31.0	2023-08-01	COV-23-596	Atteridgeville Train Station	XBB.1.5.X XBB.1.9.X	[0.99731967, 0.00146843]
COV-23-601	973	973	973	Gauteng	Johannesburg MM	31.0	2023-08-02	COV-23-601	Chris Hani Baragwanath Hospital	XBB.1.5.X XBB.X	[0.8340632899999999, 0.15794878999999998]
COV-23-605	977	977	977	Gauteng	Johannesburg MM	31.0	2023-08-02	COV-23-605	Bushkoppies Inlet	XBB.1.5.X XBB.X XBB.1.9.X	[0.46536875, 0.53112776, 0.00312502]
COV-23-606	978	978	978	Gauteng	Johannesburg MM	31.0	2023-08-02	COV-23-606	Bushkoppies Final	XBB.X XBB.1.5.X	[0.9769296200000009, 0.01402283]
COV-23-608	980	980	980	Eastern Cape	Buffalo City MM	31.0	2023-08-01	COV-23-608	Mdantsane Wastewater Treatment Works	XBB.1.5.X XBB.X	[0.7215730199999999, 0.27532533]
COV-23-609	981	981	981	Gauteng	Johannesburg MM	31.0	2023-08-02	COV-23-609	Northern Wastewater Treatment Works (GP)	XBB.1.5.X XBB.X XBB.1.9.X	[0.43747363, 0.41358495, 0.14139878]
COV-23-61	982	982	982	Gauteng	Ekurhuleni MM	10.0	2023-03-07	COV-23-61	ERWAT Vlakplaat Wastewater Treatment Works	XBB.1.5.X	[0.99849292]
COV-23-610	983	983	983	Gauteng	Tshwane MM	31.0	2023-08-02	COV-23-610	Rooiwal Wastewater Treatment Works	BA.2.86.X XBB.1.5.X XBB.1.9.X XBB.X Recombinants	[0.30531776, 0.48539516, 0.18144954, 0.00233337, 0.0045796]
COV-23-611	984	984	984	Gauteng	Ekurhuleni MM	31.0	2023-08-03	COV-23-611	Midstream	XBB.1.5.X XBB.X XBB.1.9.X	[0.71234073, 0.28442438000000003, 0.00117925]
COV-23-612	985	985	985	Gauteng	Ekurhuleni MM	31.0	2023-08-03	COV-23-612	Tembisa Hospital Downstream	XBB.X XBB.1.5.X	[0.44917268, 0.54872708]
COV-23-616	989	989	989	Gauteng	Tshwane MM	31.0	2023-08-04	COV-23-616	Kalafong Hospital	XBB.X XBB.1.5.X XBB.1.9.X	[0.74018398, 0.25526009, 0.0022371300000000004]
COV-23-620	990	990	990	Gauteng	Tshwane MM	31.0	2023-08-04	COV-23-620	Groenkloof	XBB.1.9.X XBB.1.5.X XBB.X	[0.37984510000000005, 0.35106761, 0.2669266]
COV-23-622	992	992	992	Gauteng	Ekurhuleni MM	32.0	2023-08-07	COV-23-622	Midstream	BA.2.86.X XBB.X XBB.1.5.X	[0.7603466999999999, 0.14826784, 0.08028816000000001]
COV-23-63	996	996	996	KwaZulu-Natal	Ethekwini MM	10.0	2023-03-06	COV-23-63	Northern Wastewater Treatment Works (KZN)	XBB.1.5.X XBB.X	[0.98871482, 0.00304018]
COV-23-631	997	997	997	Gauteng	Tshwane MM	32.0	2023-08-08	COV-23-631	Atteridgeville Train Station	XBB.X	[0.99732572]
COV-23-632	998	998	998	Gauteng	Tshwane MM	32.0	2023-08-08	COV-23-632	Vergenoeg	XBB.1.5.X XBB.X	[0.9902995399999992, 0.00124378]
COV-23-64	1004	1004	1004	Gauteng	Tshwane MM	10.0	2023-03-08	COV-23-64	Daspoort Wastewater Treatment Works	XBB.1.5.X	[0.99911115]
COV-23-643	1006	1006	1006	KwaZulu-Natal	Ethekwini MM	32.0	2023-08-07	COV-23-643	Northern Wastewater Treatment Works (KZN)	BA.2.86.X XBB.1.5.X XBB.1.9.X Recombinants	[0.52964307, 0.18723657999999999, 0.00255951, 0.26872113]
COV-23-645	1008	1008	1008	Gauteng	Tshwane MM	32.0	2023-08-10	COV-23-645	Rooiwal Wastewater Treatment Works	XBB.1.5.X XBB.X XBB.1.9.X	[0.78593973, 0.20267200000000002, 0.00143266]
COV-23-646	1009	1009	1009	Eastern Cape	Nelson Mandela Bay MM	32.0	2023-08-08	COV-23-646	Kwanobuhle Wastewater Treatment Works	XBB.1.5.X	[0.99691451]
COV-23-648	1010	1010	1010	Gauteng	Tshwane MM	32.0	2023-08-11	COV-23-648	Daspoort Wastewater Treatment Works	XBB.1.5.X XBB.X	[0.62280259, 0.37617771]
COV-23-650	1013	1013	1013	Gauteng	Tshwane MM	32.0	2023-08-11	COV-23-650	Kalafong Hospital	XBB.X	[0.999317]
COV-23-655	1015	1015	1015	Gauteng	Ekurhuleni MM	33.0	2023-08-14	COV-23-655	Midstream	XBB.X EG.5.X XBB.1.5.X BA.2.86.X XBB.1.16.X BA.2.X XBB.1.9.X	[0.41547233, 0.11668684, 0.08974361, 0.13049545, 0.20250756, 0.02779841, 0.0112532]
COV-23-66	1017	1017	1017	Gauteng	Ekurhuleni MM	11.0	2023-03-14	COV-23-66	ERWAT Vlakplaat Wastewater Treatment Works	XBB.1.5.X	[0.99050127]
COV-23-660	1018	1018	1018	Gauteng	Tshwane MM	33.0	2023-08-15	COV-23-660	Daspoort Wastewater Treatment Works	XBB.X XBB.1.5.X BA.2.86.X XBB.1.16.X BA.2.X	[0.3530612, 0.3648135, 0.26691699999999996, 0.0110213, 0.004187]
COV-23-661	1019	1019	1019	Gauteng	Tshwane MM	33.0	2023-08-15	COV-23-661	SAPS Training College	XBB.1.5.X	[0.99897198]
COV-23-665	1021	1021	1021	Gauteng	Tshwane MM	33.0	2023-08-15	COV-23-665	Laudium	XBB.X	[0.99820018]
COV-23-667	1022	1022	1022	Gauteng	Ekurhuleni MM	33.0	2023-08-15	COV-23-667	Hartebeesfontein Waterworks	XBB.1.5.X BA.2.86.X XBB.X Recombinants	[0.49403474, 0.23176252, 0.1930886, 0.07730047999999999]
COV-23-668	1023	1023	1023	Gauteng	Ekurhuleni MM	33.0	2023-08-15	COV-23-668	ERWAT Vlakplaat Wastewater Treatment Works	BA.2.86.X	[0.99918766]
COV-23-67	1025	1025	1025	Gauteng	Ekurhuleni MM	11.0	2023-03-14	COV-23-67	Hartebeesfontein Waterworks	XBB.1.5.X	[0.99915899]
COV-23-670	1026	1026	1026	KwaZulu-Natal	Ethekwini MM	33.0	2023-08-15	COV-23-670	Northern Wastewater Treatment Works (KZN)	XBB.X XBB.1.5.X BA.2.86.X BA.2.X XBB.1.16.X	[0.38171325, 0.32402222, 0.19928542, 0.047039569999999996, 0.04216896]
COV-23-672	1028	1028	1028	Gauteng	Johannesburg MM	33.0	2023-08-15	COV-23-672	Motsoaledi	XBB.X XBB.1.5.X	[0.745404, 0.25345038]
COV-23-673	1029	1029	1029	Gauteng	Johannesburg MM	33.0	2023-08-16	COV-23-673	Klipsruit Yard (Before tunnel)	XBB.1.9.X XBB.1.5.X XBB.X XBB.1.16.X BA.2.X	[0.39262403, 0.30791340000000006, 0.15473386, 0.135629, 0.00379841]
COV-23-674	1030	1030	1030	Gauteng	Johannesburg MM	33.0	2023-08-16	COV-23-674	Klipspruit Veggies (After tunnel)	XBB.X XBB.1.5.X BA.2.86.X	[0.6566829500000001, 0.33281351, 0.00541812]
COV-23-675	1031	1031	1031	Gauteng	Johannesburg MM	33.0	2023-08-16	COV-23-675	Bushkoppies Inlet	XBB.1.5.X BA.2.86.X XBB.X BA.2.X	[0.49258693000000003, 0.23338995, 0.21026909000000002, 0.05707559]
COV-23-676	1032	1032	1032	Gauteng	Johannesburg MM	33.0	2023-08-16	COV-23-676	Bushkoppies Final	XBB.1.5.X XBB.X BA.2.86.X XBB.1.16.X	[0.42399626999999995, 0.4027506, 0.116109, 0.05351003]
COV-23-677	1033	1033	1033	Gauteng	Johannesburg MM	33.0	2023-08-16	COV-23-677	Goudkoppies Wastewater Treatment Works	XBB.1.5.X BA.2.86.X Delta BA.2.X Other	[0.44052877999999995, 0.16043768, 0.24652999, 0.0589644, 0.08296222000000002]
COV-23-679	1034	1034	1034	Gauteng	Ekurhuleni MM	33.0	2023-08-17	COV-23-679	Midstream	BA.2.86.X XBB.X XBB.1.5.X XBB.1.16.X BA.2.X	[0.47230300000000003, 0.20624623, 0.130487, 0.16643712, 0.02037098]
COV-23-689	1038	1038	1038	Gauteng	Tshwane MM	33.0	2023-08-18	COV-23-689	Kalafong Hospital	XBB.1.5.X	[0.99999999]
